Duplicate : 我們  map[key]= we  value= us
Duplicate : 漿果  map[key]= berries  value= berry
Duplicate : 花花公子  map[key]= dude  value= beau
Duplicate : 威廉  map[key]= william  value= wilhelm
Duplicate : 發誓  map[key]= swear  value= vowed
Duplicate : 處女  map[key]= virgin  value= virgins
Duplicate : 未完成  map[key]= unfinished  value= undone
Duplicate : 溝  map[key]= ditch  value= trench
Duplicate : 著陸  map[key]= landing  value= touchdown
Duplicate : 塔  map[key]= tower  value= tha
Duplicate : 症狀  map[key]= symptoms  value= symptom
Duplicate : 落下  map[key]= falling  value= swoop
Duplicate : 手提箱  map[key]= suitcase  value= suitcases
Duplicate : 風暴  map[key]= storm  value= storms
Duplicate : 不要臉  map[key]= fuckers  value= shameless
Duplicate : 選擇  map[key]= choice  value= select
Duplicate : 限制  map[key]= limit  value= restraints
Duplicate : 研究  map[key]= study  value= researching
Duplicate : 更新  map[key]= update  value= renew
Duplicate : 故意  map[key]= deliberately  value= purposely
Duplicate : 起訴  map[key]= sue  value= prosecuted
Duplicate : 神秘  map[key]= mystery  value= mysteriously
Duplicate : 圈  map[key]= circle  value= laps
Duplicate : 中斷  map[key]= interrupting  value= interruptions
Duplicate : 惡作劇  map[key]= prank  value= hoax
Duplicate : 巨人  map[key]= giant  value= giants
Duplicate : 同性戀  map[key]= homo  value= gays
Duplicate : 例外  map[key]= exception  value= exceptions
Duplicate : 複製  map[key]= copy  value= duplicate
Duplicate : 窗簾  map[key]= curtain  value= drapes
Duplicate : 拱頂  map[key]= vault  value= dome
Duplicate : 特定  map[key]= given  value= designated
Duplicate : 神秘  map[key]= mystery  value= cryptic
Duplicate : 人群  map[key]= crowd  value= crowds
Duplicate : 批評  map[key]= criticism  value= critics
Duplicate : 常規  map[key]= routine  value= conventional
Duplicate : 譴責  map[key]= condemned  value= condemn
Duplicate : 複雜  map[key]= complicated  value= complicate
Duplicate : 結合  map[key]= combined  value= combine
Duplicate : 刷  map[key]= brush  value= brushed
Duplicate : 逮捕  map[key]= arrest  value= arrests
Duplicate : 拉鍊  map[key]= zip  value= zipper
Duplicate : 崇拜  map[key]= adore  value= worships
Duplicate : 改造  map[key]= makeover  value= transformation
Duplicate : 終止  map[key]= terminate  value= terminated
Duplicate : 剝離  map[key]= stripped  value= stripping
Duplicate : 分離  map[key]= separated  value= separating
Duplicate : 笨蛋  map[key]= fucker  value= schmuck
Duplicate : 保持  map[key]= keep  value= remained
Duplicate : 食譜  map[key]= recipe  value= recipes
Duplicate : 雨  map[key]= rain  value= rainy
Duplicate : 椒鹽脆餅  map[key]= pretzels  value= pretzel
Duplicate : 警察  map[key]= police  value= policemen
Duplicate : 跳水  map[key]= dive  value= plunge
Duplicate : 補丁  map[key]= patch  value= patched
Duplicate : 獲得  map[key]= gained  value= obtained
Duplicate : 陳舊  map[key]= stale  value= obsolete
Duplicate : 反對  map[key]= opposed  value= nay
Duplicate : 模  map[key]= mold  value= module
Duplicate : 商人  map[key]= businessman  value= merchant
Duplicate : 菜單  map[key]= menu  value= menus
Duplicate : 珍妮  map[key]= jenny  value= jeannie
Duplicate : 隱藏  map[key]= hide  value= hides
Duplicate : 缺陷  map[key]= flaw  value= flaws
Duplicate : 熊熊  map[key]= raging  value= flaming
Duplicate : 恐懼  map[key]= fear  value= dread
Duplicate : 往來  map[key]= contacts  value= dealings
Duplicate : 危險  map[key]= dangerous  value= dangers
Duplicate : 開始  map[key]= start  value= beginnings
Duplicate : 承認  map[key]= admit  value= admits
Duplicate : 國外  map[key]= foreign  value= abroad
Duplicate : 放棄  map[key]= gave  value= abandoning
Duplicate : 奇妙  map[key]= fantastic  value= wonderfully
Duplicate : 崇拜者  map[key]= admirer  value= wannabe
Duplicate : 填料  map[key]= packing  value= wad
Duplicate : 違反  map[key]= violation  value= violate
Duplicate : 青少年  map[key]= teenager  value= teens
Duplicate : 瑞典  map[key]= swedish  value= sweden
Duplicate : 自殺  map[key]= suicide  value= suicidal
Duplicate : 分類  map[key]= sort  value= sorted
Duplicate : 砰  map[key]= bang  value= slamming
Duplicate : 熟練  map[key]= trained  value= skilled
Duplicate : 略  map[key]= slightly  value= sketchy
Duplicate : 形狀  map[key]= shape  value= shapes
Duplicate : 火箭  map[key]= rocket  value= rockets
Duplicate : 追求  map[key]= pursue  value= pursued
Duplicate : 喜歡  map[key]= liked  value= prefers
Duplicate : 政治  map[key]= political  value= politically
Duplicate : 啄  map[key]= thingy  value= peck
Duplicate : 不必要  map[key]= unnecessary  value= needless
Duplicate : 狗  map[key]= dog  value= mutt
Duplicate : 母親  map[key]= mother  value= motherhood
Duplicate : 瞬間  map[key]= moments  value= momentarily
Duplicate : 加侖  map[key]= gal  value= gallon
Duplicate : 菌  map[key]= bacteria  value= fungus
Duplicate : 冷冰冰  map[key]= icy  value= frosty
Duplicate : 電子  map[key]= electronic  value= electronics
Duplicate : 後果  map[key]= consequences  value= consequence
Duplicate : 帽  map[key]= cap  value= caps
Duplicate : 邊界  map[key]= boundaries  value= borders
Duplicate : 方面  map[key]= aspect  value= aspects
Duplicate : 調整  map[key]= adjust  value= adjustments
Duplicate : 綁架  map[key]= kidnapped  value= abduction
Duplicate : 擦  map[key]= rub  value= wiping
Duplicate : 鞭打  map[key]= whipped  value= whipping
Duplicate : 無限  map[key]= indefinitely  value= unlimited
Duplicate : 眨眼  map[key]= wink  value= twinkle
Duplicate : 威脅  map[key]= threat  value= threatens
Duplicate : 溫度  map[key]= temperature  value= temp
Duplicate : 衝浪  map[key]= surf  value= surfing
Duplicate : 統計  map[key]= stat  value= statistics
Duplicate : 狡猾  map[key]= tricky  value= sly
Duplicate : 片  map[key]= piece  value= slices
Duplicate : 破壞  map[key]= destroy  value= sabotaged
Duplicate : 恢復  map[key]= recovery  value= retrieval
Duplicate : 關係  map[key]= relationship  value= relation
Duplicate : 拒絕  map[key]= refuse  value= rejecting
Duplicate : 小馬  map[key]= pony  value= ponies
Duplicate : 花花公子  map[key]= dude  value= playboy
Duplicate : 爪子  map[key]= paws  value= paw
Duplicate : 保羅  map[key]= paul  value= paolo
Duplicate : 憤怒  map[key]= angry  value= outraged
Duplicate : 蘑菇  map[key]= mushrooms  value= mushroom
Duplicate : 男性  map[key]= masculine  value= males
Duplicate : 舔  map[key]= lick  value= licked
Duplicate : 傻瓜  map[key]= fool  value= klutz
Duplicate : 詢問  map[key]= asking  value= interrogating
Duplicate : 干擾  map[key]= interfere  value= interfered
Duplicate : 出沒  map[key]= haunt  value= infested
Duplicate : 無能  map[key]= incapable  value= incompetence
Duplicate : 超  map[key]= ultra  value= hyper
Duplicate : 魅力  map[key]= charm  value= glamour
Duplicate : 傑夫  map[key]= jeff  value= geoff
Duplicate : 破碎  map[key]= crushing  value= fractured
Duplicate : 檢查員  map[key]= inspector  value= examiner
Duplicate : 評估  map[key]= evaluation  value= evaluate
Duplicate : 私奔  map[key]= elope  value= eloped
Duplicate : 提供  map[key]= offer  value= delivers
Duplicate : 信使  map[key]= messenger  value= courier
Duplicate : 咖啡  map[key]= coffee  value= coffees
Duplicate : 蟑螂  map[key]= roach  value= cockroach
Duplicate : 缺口  map[key]= notch  value= chipped
Duplicate : 轟炸  map[key]= bombing  value= bombed
Duplicate : 螺栓  map[key]= bolt  value= bolts
Duplicate : 保證  map[key]= guarantee  value= assurance
Duplicate : 忠誠  map[key]= loyal  value= allegiance
Duplicate : 弱  map[key]= weak  value= weaker
Duplicate : 警告  map[key]= warning  value= warnings
Duplicate : 美國  map[key]= american  value= usa
Duplicate : 遊  map[key]= tour  value= tours
Duplicate : 謝謝  map[key]= thank  value= thankyou
Duplicate : 絕對  map[key]= absolutely  value= stark
Duplicate : 肖恩  map[key]= shawn  value= sean
Duplicate : 烤  map[key]= roast  value= roasted
Duplicate : 尊敬  map[key]= respected  value= respectfully
Duplicate : 承認  map[key]= admit  value= recognizes
Duplicate : 引發  map[key]= triggered  value= provoked
Duplicate : 詩人  map[key]= poet  value= poets
Duplicate : 撒尿  map[key]= pee  value= peed
Duplicate : 標準  map[key]= standard  value= norm
Duplicate : 市場  map[key]= market  value= markets
Duplicate : 失誤  map[key]= misses  value= lapse
Duplicate : 小貓  map[key]= kitten  value= kittens
Duplicate : 投資  map[key]= investment  value= investments
Duplicate : 往來  map[key]= contacts  value= intercourse
Duplicate : 注入  map[key]= injected  value= implant
Duplicate : 阻礙  map[key]= embarrass  value= handicap
Duplicate : 暈  map[key]= dizzy  value= halo
Duplicate : 天才  map[key]= genius  value= geniuses
Duplicate : 毛茸茸  map[key]= hairy  value= furry
Duplicate : 腳跟  map[key]= heels  value= footing
Duplicate : 拍擊  map[key]= slap  value= flop
Duplicate : 發現  map[key]= find  value= findings
Duplicate : 發現  map[key]= find  value= discovering
Duplicate : 崩潰  map[key]= crashing  value= crashes
Duplicate : 組合  map[key]= combination  value= combo
Duplicate : 試鏡  map[key]= auditions  value= auditioning
Duplicate : 樂  map[key]= le  value= amused
Duplicate : 幫助  map[key]= helped  value= aiding
Duplicate : 疼痛  map[key]= pain  value= aching
Duplicate : 無用  map[key]= useless  value= unwanted
Duplicate : 通常  map[key]= usual  value= typically
Duplicate : 舌頭  map[key]= tongue  value= tongues
Duplicate : 最小  map[key]= minimal  value= tiniest
Duplicate : 符號  map[key]= symbol  value= symbols
Duplicate : 統治者  map[key]= governor  value= ruler
Duplicate : 對手  map[key]= opponent  value= rival
Duplicate : 反射  map[key]= reflection  value= reflex
Duplicate : 招聘  map[key]= hiring  value= recruiting
Duplicate : 種族  map[key]= races  value= racial
Duplicate : 保護  map[key]= protect  value= preservation
Duplicate : 組織  map[key]= organization  value= organizing
Duplicate : 獲得  map[key]= gained  value= obtain
Duplicate : 觀察  map[key]= observed  value= observing
Duplicate : 睡眠  map[key]= sleeping  value= morpheus
Duplicate : 仁慈  map[key]= kindness  value= merciful
Duplicate : 管理  map[key]= manage  value= manages
Duplicate : 法官  map[key]= judge  value= magistrate
Duplicate : 訴訟  map[key]= suit  value= lawsuits
Duplicate : 勞動  map[key]= labor  value= labour
Duplicate : 發明  map[key]= invented  value= invention
Duplicate : 恐嚇  map[key]= intimidated  value= intimidating
Duplicate : 地獄  map[key]= hell  value= inferno
Duplicate : 說明  map[key]= explain  value= indicated
Duplicate : 不方便  map[key]= inconvenience  value= inconvenient
Duplicate : 擁抱  map[key]= hug  value= hugged
Duplicate : 恐懼  map[key]= fear  value= funk
Duplicate : 第一  map[key]= first  value= foremost
Duplicate : 簡單的  map[key]= straightforward  value= foolproof
Duplicate : 夾  map[key]= lined  value= folder
Duplicate : 爆炸  map[key]= explosion  value= explodes
Duplicate : 記錄  map[key]= record  value= documented
Duplicate : 偽裝  map[key]= disguise  value= disguised
Duplicate : 發展  map[key]= development  value= developments
Duplicate : 渴望  map[key]= longing  value= crave
Duplicate : 隱  map[key]= hidden  value= concealed
Duplicate : 船長  map[key]= skipper  value= captains
Duplicate : 計算  map[key]= calculations  value= calculated
Duplicate : 公共汽車  map[key]= bus  value= buses
Duplicate : 宇航員  map[key]= astronaut  value= astronauts
Duplicate : 裝甲  map[key]= armor  value= armored
Duplicate : 習慣  map[key]= habit  value= accustomed
Duplicate : 扎克  map[key]= zack  value= zach
Duplicate : 狼人  map[key]= werewolf  value= wolfman
Duplicate : 工資  map[key]= wage  value= wages
Duplicate : 安定  map[key]= settled  value= valium
Duplicate : 發抖  map[key]= shaking  value= trembling
Duplicate : 魔女  map[key]= hag  value= succubus
Duplicate : 雕像  map[key]= statue  value= statues
Duplicate : 智慧  map[key]= wisdom  value= smarts
Duplicate : 尺寸  map[key]= size  value= sizes
Duplicate : 瞄準  map[key]= aiming  value= sighting
Duplicate : 福爾摩斯  map[key]= holmes  value= sherlock
Duplicate : 傷痕累累  map[key]= bruised  value= scarred
Duplicate : 犧牲  map[key]= sacrifice  value= sacrificing
Duplicate : 垃圾  map[key]= waste  value= rubbish
Duplicate : 哥斯達黎加  map[key]= costa  value= rican
Duplicate : 復活  map[key]= relive  value= revive
Duplicate : 教授  map[key]= professor  value= professors
Duplicate : 太太  map[key]= mrs.  value= missus
Duplicate : 優點  map[key]= advantage  value= merits
Duplicate : 糞  map[key]= turd  value= manure
Duplicate : 針織  map[key]= knit  value= knitting
Duplicate : 入侵  map[key]= invade  value= invading
Duplicate : 突出  map[key]= prominent  value= highlight
Duplicate : 拖  map[key]= drag  value= hauling
Duplicate : 逃離  map[key]= getaway  value= fleeing
Duplicate : 纖維  map[key]= fiber  value= fibers
Duplicate : 褪色  map[key]= fade  value= faded
Duplicate : 電子郵件  map[key]= mails  value= email
Duplicate : 竊聽  map[key]= bugging  value= eavesdrop
Duplicate : 捐贈  map[key]= donate  value= donations
Duplicate : 狗  map[key]= dog  value= doggy
Duplicate : 檢測  map[key]= detect  value= detected
Duplicate : 甜點  map[key]= dessert  value= desserts
Duplicate : 企業  map[key]= corporate  value= corporations
Duplicate : 碰撞  map[key]= impact  value= collision
Duplicate : 卡爾  map[key]= carl  value= carr
Duplicate : 商人  map[key]= businessman  value= businessmen
Duplicate : 驚險  map[key]= thrilling  value= breathtaking
Duplicate : 金發  map[key]= blonde  value= blondes
Duplicate : 賭注  map[key]= bet  value= ante
Duplicate : 機構  map[key]= bodies  value= agencies
Duplicate : 異常  map[key]= unusual  value= abnormal
Duplicate : 哇  map[key]= whoa  value= whoah
Duplicate : 重打  map[key]= whack  value= wham
Duplicate : 放鬆  map[key]= relax  value= unwind
Duplicate : 無疑  map[key]= definitely  value= undoubtedly
Duplicate : 吸引力  map[key]= attractive  value= unattractive
Duplicate : 抽搐  map[key]= jerks  value= twitch
Duplicate : 巨人  map[key]= giant  value= titans
Duplicate : 時間表  map[key]= schedule  value= timetable
Duplicate : 緊張  map[key]= nervous  value= strained
Duplicate : 簽名  map[key]= signature  value= signatures
Duplicate : 衛星  map[key]= satellite  value= satellites
Duplicate : 烏鴉  map[key]= crow  value= ravens
Duplicate : 收益  map[key]= gain  value= proceeds
Duplicate : 廁所  map[key]= loo  value= privy
Duplicate : 窮  map[key]= poor  value= poorer
Duplicate : 禮貌  map[key]= manners  value= politely
Duplicate : 否決  map[key]= veto  value= overruled
Duplicate : 網絡  map[key]= network  value= networks
Duplicate : 畝  map[key]= acres  value= mu
Duplicate : 毫米  map[key]= mm  value= millimeter
Duplicate : 製造  map[key]= making  value= manufacture
Duplicate : 投  map[key]= cast  value= hurl
Duplicate : 遺產  map[key]= legacy  value= heritage
Duplicate : 傷害  map[key]= hurting  value= harmed
Duplicate : 邊緣  map[key]= edge  value= fringe
Duplicate : 新生  map[key]= newborn  value= freshmen
Duplicate : 傳單  map[key]= flyer  value= flyers
Duplicate : 片  map[key]= piece  value= flake
Duplicate : 系  map[key]= faculty  value= fasten
Duplicate : 失敗  map[key]= failed  value= failures
Duplicate : 爆炸  map[key]= explosion  value= exploding
Duplicate : 作物  map[key]= crop  value= crops
Duplicate : 科瑞  map[key]= corey  value= cory
Duplicate : 聯繫  map[key]= contact  value= contacting
Duplicate : 聯盟  map[key]= league  value= coalition
Duplicate : 壁櫥  map[key]= closet  value= closets
Duplicate : 客戶  map[key]= client  value= clientele
Duplicate : 公民  map[key]= citizen  value= civic
Duplicate : 出租車  map[key]= cab  value= cabs
Duplicate : 拳擊手  map[key]= boxer  value= boxers
Duplicate : 流血  map[key]= bleed  value= bled
Duplicate : 討價還價  map[key]= bargain  value= bargained
Duplicate : 安排  map[key]= arranged  value= arranging
Duplicate : 改變  map[key]= changing  value= altering
Duplicate : 下午  map[key]= afternoon  value= afternoons
Duplicate : 皺紋  map[key]= wrinkle  value= wrinkles
Duplicate : 揮手  map[key]= waving  value= waved
Duplicate : 團結  map[key]= rally  value= unite
Duplicate : 不安  map[key]= disturbed  value= uneasy
Duplicate : 褲子  map[key]= pants  value= trousers
Duplicate : 嘟  map[key]= beep  value= toot
Duplicate : 紋身  map[key]= tattoos  value= tattooed
Duplicate : 搖擺  map[key]= swing  value= sway
Duplicate : 武  map[key]= martial  value= sasha
Duplicate : 傳聞  map[key]= rumor  value= rumours
Duplicate : 進步  map[key]= advances  value= progressive
Duplicate : 樂趣  map[key]= pleasure  value= pleasures
Duplicate : 樂觀  map[key]= optimistic  value= optimism
Duplicate : 責成  map[key]= instructed  value= oblige
Duplicate : 尼克斯  map[key]= knicks  value= nix
Duplicate : 當地人  map[key]= locals  value= natives
Duplicate : 測量  map[key]= measure  value= measuring
Duplicate : 測量  map[key]= measure  value= measured
Duplicate : 惡毒  map[key]= vicious  value= malicious
Duplicate : 郵寄  map[key]= mailed  value= mailing
Duplicate : 傳說  map[key]= legend  value= legends
Duplicate : 小子  map[key]= kid  value= kiddies
Duplicate : 隔離  map[key]= isolation  value= isolate
Duplicate : 不安全  map[key]= insecure  value= insecurity
Duplicate : 下  map[key]= under  value= inferior
Duplicate : 癒合  map[key]= healed  value= heals
Duplicate : 燒烤  map[key]= barbecue  value= grilling
Duplicate : 杰拉德  map[key]= gerald  value= gerard
Duplicate : 差距  map[key]= gap  value= gaps
Duplicate : 小提琴  map[key]= violin  value= fiddle
Duplicate : 公平  map[key]= fair  value= fairness
Duplicate : 鍛煉  map[key]= exercise  value= exercising
Duplicate : 閣下  map[key]= sire  value= excellency
Duplicate : 洩露  map[key]= leaked  value= disclosure
Duplicate : 抽筋  map[key]= cramp  value= cramps
Duplicate : 點擊  map[key]= hits  value= clicked
Duplicate : 清理  map[key]= cleared  value= cleans
Duplicate : 傢伙  map[key]= guy  value= chap
Duplicate : 附  map[key]= attached  value= attach
Duplicate : 瞄準  map[key]= aiming  value= aimed
Duplicate : 歡迎  map[key]= welcome  value= welcomed
Duplicate : 緊縮  map[key]= crunch  value= tighten
Duplicate : 象徵  map[key]= token  value= symbolic
Duplicate : 減緩  map[key]= slowing  value= slowed
Duplicate : 插槽  map[key]= slot  value= slots
Duplicate : 角色  map[key]= character  value= roles
Duplicate : 代表  map[key]= represent  value= representatives
Duplicate : 反复  map[key]= repeatedly  value= repeated
Duplicate : 贖回  map[key]= redemption  value= redeem
Duplicate : 窺探  map[key]= snooping  value= prying
Duplicate : 規定  map[key]= prescribed  value= prescribe
Duplicate : 惡作劇  map[key]= prank  value= pranks
Duplicate : 原告  map[key]= prosecutor  value= plaintiff
Duplicate : 說服  map[key]= convince  value= persuaded
Duplicate : 忽視  map[key]= ignore  value= overlooked
Duplicate : 氣味  map[key]= smells  value= odor
Duplicate : 裸露  map[key]= exposed  value= nudity
Duplicate : 臭名昭著  map[key]= infamous  value= notorious
Duplicate : 睡衣  map[key]= pajamas  value= nightgown
Duplicate : 神話  map[key]= myth  value= mythology
Duplicate : 監控  map[key]= surveillance  value= monitored
Duplicate : 瑪吉  map[key]= maggie  value= margie
Duplicate : 小姐  map[key]= waitress  value= mademoiselle
Duplicate : 殺人  map[key]= homicide  value= killings
Duplicate : 實習生  map[key]= intern  value= interns
Duplicate : 增加  map[key]= addition  value= increasing
Duplicate : 貓頭鷹  map[key]= owl  value= hooters
Duplicate : 病菌  map[key]= germs  value= germ
Duplicate : 發狂  map[key]= madly  value= frenzy
Duplicate : 門廳  map[key]= hallway  value= foyer
Duplicate : 演員  map[key]= actor  value= extras
Duplicate : 展覽  map[key]= exhibit  value= exhibition
Duplicate : 誇大  map[key]= exaggerating  value= exaggerate
Duplicate : 數字  map[key]= digital  value= digits
Duplicate : 奉獻  map[key]= dedicate  value= devote
Duplicate : 定義  map[key]= definition  value= defined
Duplicate : 化妝品  map[key]= cosmetics  value= cosmetic
Duplicate : 精讀  map[key]= conned  value= conning
Duplicate : 殖民地  map[key]= colony  value= colonies
Duplicate : 櫻桃  map[key]= cherry  value= cherries
Duplicate : 查理  map[key]= charlie  value= charley
Duplicate : 塞西爾  map[key]= cecile  value= cecil
Duplicate : 洞穴  map[key]= cave  value= cavern
Duplicate : 雕刻  map[key]= carve  value= carving
Duplicate : 模糊  map[key]= fuzzy  value= blurry
Duplicate : 上升  map[key]= rises  value= ascension
Duplicate : 方法  map[key]= method  value= approaches
Duplicate : 專輯  map[key]= album  value= albums
Duplicate : 瘋狂  map[key]= mad  value= wildly
Duplicate : 放屁  map[key]= fart  value= whoopee
Duplicate : 篡改  map[key]= tampered  value= tampering
Duplicate : 特別  map[key]= special  value= specially
Duplicate : 犯罪  map[key]= crime  value= sinned
Duplicate : 誘惑  map[key]= tempted  value= seduction
Duplicate : 騎士  map[key]= knight  value= rider
Duplicate : 修復  map[key]= repair  value= repaired
Duplicate : 調整  map[key]= adjust  value= regulation
Duplicate : 合理  map[key]= reasonable  value= reasonably
Duplicate : 報價  map[key]= offers  value= quotes
Duplicate : 貓  map[key]= cat  value= puss
Duplicate : 罐頭  map[key]= cans  value= preserved
Duplicate : 巡邏  map[key]= patrol  value= patrolling
Duplicate : 盎司  map[key]= oz  value= ounces
Duplicate : 黃昏  map[key]= twilight  value= nightfall
Duplicate : 日誌  map[key]= log2  value= logs
Duplicate : 標籤  map[key]= tag  value= labels
Duplicate : 邀請  map[key]= invited  value= invites
Duplicate : 研究  map[key]= study  value= investigative
Duplicate : 無辜  map[key]= innocent  value= innocents
Duplicate : 影響  map[key]= influence  value= implications
Duplicate : 出沒  map[key]= haunt  value= haunts
Duplicate : 強硬  map[key]= tough  value= hardball
Duplicate : 希臘人  map[key]= greek  value= greeks
Duplicate : 幸災樂禍  map[key]= gloat  value= gloating
Duplicate : 杰弗裡  map[key]= jeffrey  value= geoffrey
Duplicate : 逃離  map[key]= getaway  value= fled
Duplicate : 安裝  map[key]= mount  value= fitted
Duplicate : 完成  map[key]= complete  value= finishes
Duplicate : 編輯  map[key]= editor  value= edit
Duplicate : 尺寸  map[key]= size  value= dimensions
Duplicate : 可信  map[key]= believable  value= dependable
Duplicate : 時裝  map[key]= fashions  value= couture
Duplicate : 嬰兒床  map[key]= crib  value= cot
Duplicate : 總結  map[key]= concluded  value= concludes
Duplicate : 承認  map[key]= admit  value= concede
Duplicate : 並發症  map[key]= complications  value= complication
Duplicate : 開始  map[key]= start  value= commence
Duplicate : 布朗尼  map[key]= brownies  value= brownie
Duplicate : 開花  map[key]= bloom  value= blossom
Duplicate : 分析  map[key]= analysis  value= analyzing
Duplicate : 擰  map[key]= screwed  value= wring
Duplicate : 惠特尼  map[key]= whitney  value= whitey
Duplicate : 碼頭  map[key]= marina  value= wharf
Duplicate : 轉基因  map[key]= transgenic  value= transgenics
Duplicate : 熱  map[key]= hot  value= thermal
Duplicate : 地區  map[key]= areas  value= territories
Duplicate : 生存  map[key]= survive  value= survives
Duplicate : 時尚  map[key]= fashion  value= stylish
Duplicate : 脫衣舞  map[key]= stripper  value= strippers
Duplicate : 擠壓  map[key]= squeezed  value= squeezing
Duplicate : 辛普森  map[key]= simpson  value= simpsons
Duplicate : 轉移  map[key]= distract  value= shifting
Duplicate : 上漲  map[key]= rise  value= risen
Duplicate : 惡臭  map[key]= stench  value= reeks
Duplicate : 報價  map[key]= offers  value= quoting
Duplicate : 原始  map[key]= primitive  value= primal
Duplicate : 壓力  map[key]= pressure  value= pressures
Duplicate : 困境  map[key]= dilemma  value= predicament
Duplicate : 精確  map[key]= precise  value= precision
Duplicate : 插頭  map[key]= plug  value= plugs
Duplicate : 坑  map[key]= pit  value= pits
Duplicate : 人物  map[key]= figure  value= persona
Duplicate : 辣椒  map[key]= chili  value= peppers
Duplicate : 護照  map[key]= passport  value= passports
Duplicate : 點頭  map[key]= nod  value= nods
Duplicate : 通宵  map[key]= overnight  value= nighter
Duplicate : 博物館  map[key]= museum  value= museums
Duplicate : 情緒  map[key]= mood  value= morale
Duplicate : 草地  map[key]= meadows  value= meadow
Duplicate : 數學  map[key]= math  value= mathematics
Duplicate : 專業  map[key]= professionally  value= majors
Duplicate : 珍妮  map[key]= jenny  value= jennie
Duplicate : 故意  map[key]= deliberately  value= intentional
Duplicate : 無限  map[key]= indefinitely  value= infinity
Duplicate : 無力  map[key]= powerless  value= inability
Duplicate : 可怕  map[key]= terrible  value= horrifying
Duplicate : 校長  map[key]= principal  value= headmaster
Duplicate : 手冊  map[key]= manual  value= handbook
Duplicate : 葬禮  map[key]= funeral  value= funerals
Duplicate : 分數  map[key]= scores  value= fraction
Duplicate : 叉  map[key]= fork  value= forks
Duplicate : 難以忍受  map[key]= insufferable  value= excruciating
Duplicate : 提高  map[key]= improve  value= enhance
Duplicate : 危害  map[key]= harm  value= endanger
Duplicate : 效率  map[key]= efficient  value= efficiency
Duplicate : 笨  map[key]= stupid  value= dumber
Duplicate : 被告  map[key]= accused  value= defendants
Duplicate : 廢墟  map[key]= ruin  value= debris
Duplicate : 烹飪  map[key]= cooking  value= cuisine
Duplicate : 考慮  map[key]= consider  value= considers
Duplicate : 理解  map[key]= understanding  value= comprehend
Duplicate : 修剪  map[key]= trim  value= clipped
Duplicate : 證書  map[key]= certificate  value= certificates
Duplicate : 殘酷  map[key]= cruel  value= brutality
Duplicate : 百吉餅  map[key]= bagel  value= bagels
Duplicate : 落後  map[key]= lag  value= backward
Duplicate : 授權  map[key]= authorization  value= authorize
Duplicate : 原子  map[key]= atomic  value= atom
Duplicate : 組合  map[key]= combination  value= assemble
Duplicate : 機場  map[key]= airport  value= airports
Duplicate : 健康  map[key]= health  value= wholesome
Duplicate : 胡扯  map[key]= baloney  value= waffle
Duplicate : 船舶  map[key]= ships  value= vessels
Duplicate : 特點  map[key]= feature  value= trait
Duplicate : 冠軍  map[key]= champion  value= titles
Duplicate : 組織  map[key]= organization  value= tissues
Duplicate : 易怒的  map[key]= touchy  value= testy
Duplicate : 游泳  map[key]= swim  value= swimmer
Duplicate : 工作室  map[key]= studio  value= studios
Duplicate : 帶  map[key]= bring  value= strips
Duplicate : 庫存  map[key]= inventory  value= stocked
Duplicate : 樓梯  map[key]= stairs  value= staircase
Duplicate : 廣場  map[key]= plaza  value= squares
Duplicate : 皮膚  map[key]= skin  value= skins
Duplicate : 歌手  map[key]= singer  value= singers
Duplicate : 很少  map[key]= rarely  value= seldom
Duplicate : 擦洗  map[key]= scrub  value= scrubbing
Duplicate : 刮  map[key]= scratch  value= scraping
Duplicate : 尊嚴  map[key]= dignity  value= sanctity
Duplicate : 計  map[key]= counted  value= ruse
Duplicate : 搶劫  map[key]= robbery  value= robberies
Duplicate : 恢復  map[key]= recovery  value= reinstated
Duplicate : 避免  map[key]= avoid  value= refrain
Duplicate : 現實  map[key]= real  value= realities
Duplicate : 閱讀  map[key]= read  value= readings
Duplicate : 發光的  map[key]= shining  value= radiant
Duplicate : 抗議  map[key]= protest  value= protesting
Duplicate : 構成  map[key]= constitutional  value= posed
Duplicate : 鍋  map[key]= pot  value= pans
Duplicate : 摩托車  map[key]= motorcycle  value= motorcycles
Duplicate : 可憐  map[key]= pathetic  value= measly
Duplicate : 鏡頭  map[key]= shot  value= lenses
Duplicate : 洩漏  map[key]= leak  value= leaks
Duplicate : 介紹  map[key]= introduce  value= intro
Duplicate : 可怕  map[key]= terrible  value= horrendous
Duplicate : 愛好  map[key]= hobby  value= hobbies
Duplicate : 重  map[key]= heavy  value= heavier
Duplicate : 理髮師  map[key]= barber  value= hairdresser
Duplicate : 格林  map[key]= greene  value= glynn
Duplicate : 閃光  map[key]= flash  value= glitter
Duplicate : 花園  map[key]= garden  value= gardens
Duplicate : 碎片  map[key]= shreds  value= fragment
Duplicate : 平等  map[key]= equal  value= equality
Duplicate : 執行  map[key]= executive  value= enforce
Duplicate : 否認  map[key]= deny  value= denies
Duplicate : 達米安  map[key]= damian  value= damien
Duplicate : 冠  map[key]= crown  value= crest
Duplicate : 螃蟹  map[key]= crab  value= crabs
Duplicate : 收縮  map[key]= shrink  value= contraction
Duplicate : 諮詢  map[key]= consulting  value= consulted
Duplicate : 確認  map[key]= confirm  value= confirming
Duplicate : 縱容  map[key]= conniving  value= condone
